 CodUsina  ,  Usina         ,  Sistema      ,  Empresa           ,  Posto  ,  Posto BDH  ,N_Jusante,  Jusante  ,N_Dsv,  Desvio  ,  Vol.Máx.(hm3)  ,  Vol.min.(hm3)  ,  Cota Máx.(m)  ,  Cota min.(m)  ,  Vol.Vert.(hm3)  ,  Vol.Desv.(hm3)  ,  PCV(0)  ,  PCV(1)  ,  PCV(2)  ,  PCV(3)  ,  PCV(4)  ,  PAC(0)  ,  PAC(1)  ,  PAC(2)  ,  PAC(3)  ,  PAC(4)  ,  Evap.Men.(1)  ,  Evap.Men.(2)  ,  Evap.Men.(3)  ,  Evap.Men.(4)  ,  Evap.Men.(5)  ,  Evap.Men.(6)  ,  Evap.Men.(7)  ,  Evap.Men.(8)  ,  Evap.Men.(9)  ,  Evap.Men.(10)  ,  Evap.Men.(11)  ,  Evap.Men.(12)  ,  Prod.Esp.(MW/m3/s/m)  ,  Canal Fuga Médio(m)  ,  TEIF(%)  ,  IP(%)  ,  Tipo Turbina  ,  Num.Conj.Máq.  ,  Num.Pols.Jus.  ,  Fat.Carga Máx.(%)  ,  Fat.Carga mín.(%)  ,  Tipo Perdas(1=%/2=M/3=K)  ,  Valor Perdas  ,  Vazão Mín.Hist.(m3/s)  ,  Num.Unid.Base  ,  Infl.Vert.Canal de Fuga  ,  Rep.Conj(0=aprox/1=det/2=simp)  ,  #Maq(1)  ,  PotEf(1)  ,  QEf(1)  ,  HEf(1)  ,  #Maq(2)  ,  PotEf(2)  ,  QEf(2)  ,  HEf(2)  ,  #Maq(3)  ,  PotEf(3)  ,  QEf(3)  ,  HEf(3)  ,  #Maq(4)  ,  PotEf(4)  ,  QEf(4)  ,  HEf(4)  ,  #Maq(5)  ,  PotEf(5)  ,  QEf(5)  ,  HEf(5)  ,  QHTA0(1)  ,  QHTA1(1)  ,  QHTA2(1)  ,  QHTA3(1)  ,  QHTA4(1)  ,  QHTA0(2)  ,  QHTA1(2)  ,  QHTA2(2)  ,  QHTA3(2)  ,  QHTA4(2)  ,  QHTA0(3)  ,  QHTA1(3)  ,  QHTA2(3)  ,  QHTA3(3)  ,  QHTA4(3)  ,  QHTA0(4)  ,  QHTA1(4)  ,  QHTA2(4)  ,  QHTA3(4)  ,  QHTA4(4)  ,  QHTA0(5)  ,  QHTA1(5)  ,  QHTA2(5)  ,  QHTA3(5)  ,  QHTA4(5)  ,  QHGA0(1)  ,  QHGA1(1)  ,  QHGA2(1)  ,  QHGA3(1)  ,  QHGA4(1)  ,  QHGA0(2)  ,  QHGA1(2)  ,  QHGA2(2)  ,  QHGA3(2)  ,  QHGA4(2)  ,  QHGA0(3)  ,  QHGA1(3)  ,  QHGA2(3)  ,  QHGA3(3)  ,  QHGA4(3)  ,  QHGA0(4)  ,  QHGA1(4)  ,  QHGA2(4)  ,  QHGA3(4)  ,  QHGA4(4)  ,  QHGA0(5)  ,  QHGA1(5)  ,  QHGA2(5)  ,  QHGA3(5)  ,  QHGA4(5)  ,  PHA0(1)  ,  PHA1(1)  ,  PHA2(1)  ,  PHA3(1)  ,  PHA4(1)  ,  PHA0(2)  ,  PHA1(2)  ,  PHA2(2)  ,  PHA3(2)  ,  PHA4(2)  ,  PHA0(3)  ,  PHA1(3)  ,  PHA2(3)  ,  PHA3(3)  ,  PHA4(3)  ,  PHA0(4)  ,  PHA1(4)  ,  PHA2(4)  ,  PHA3(4)  ,  PHA4(4)  ,  PHA0(5)  ,  PHA1(5)  ,  PHA2(5)  ,  PHA3(5)  ,  PHA4(4)  ,  PJA0(1)  ,  PJA1(1)  ,  PJA2(1)  ,  PJA3(1)  ,  PJA4(1)  ,  PJRM(1)  ,  PJA0(2)  ,  PJA1(2)  ,  PJA2(2)  ,  PJA3(2)  ,  PJA4(2)  ,  PJRM(2)  ,  PJA0(3)  ,  PJA1(3)  ,  PJA2(3)  ,  PJA3(3)  ,  PJA4(3)  ,  PJRM(3)  ,  PJA0(4)  ,  PJA1(4)  ,  PJA2(4)  ,  PJA3(4)  ,  PJA4(4)  ,  PJRM(4)  ,  PJA0(5)  ,  PJA1(5)  ,  PJA2(5)  ,  PJA3(5)  ,  PJA4(5)  ,  PJRM(5)  ,  Data  ,  Obs  ,  Vol.Ref.  ,  Reg  ,   
132,  FONTES        ,  1 - Sudeste  ,  17 - Light  ,202,0,133,  133 - P. PASSOS     ,0,  0 - NÃO HÁ  ,445.35,445.35,415,415,445.35,445.35,4.15E+08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+06,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0.00834,90.3,3.573,2.774,  1 - Francis  ,2,1,100,0,2,21.4,0,3,  No  ,2,1,61.6,17,303.3,2,61.6,17,303.3,0,0,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.03E+07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,  28/09/17  ,                                               ,445.35,  D  ,   
133,  P. PASSOS     ,  1 - Sudeste  ,  17 - Light  ,202,0,0,  0 - NÃO HÁ  ,0,  0 - NÃO HÁ  ,17,17,86.5,86.5,17,17,8.65E+07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.10E+06,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-39,-29,-10,26,64,73,90,85,57,17,-16,-29,0.00835,48.5,0.695,1.575,  1 - Francis  ,1,1,100,0,2,0.4,0,2,  Yes  ,2,2,70,159,37.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.50E+07,3.89E+04,-1.79E+02,4.41E-01,-3.98E-04,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,  28/09/17  ,                                               ,17,  D  ,   
134,  SALTO GRANDE  ,  1 - Sudeste  ,  18 - Cemig  ,134,0,135,  135 - P. ESTRELA    ,0,  0 - NÃO HÁ  ,78,78,356,356,78,78,3.56E+08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.80E+06,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-43,-10,11,28,46,65,97,87,64,39,8,-19,0.00826,255.1,0.87,2.559,  1 - Francis  ,2,1,100,0,1,6.06,18,1,  No  ,2,2,37.8,35,93,2,33.6,31,93,0,0,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.54E+08,7.36E+02,1.38E+01,4.95E-01,-1.49E-03,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,  28/09/17  ,                                               ,78,  D  ,   
135,  P. ESTRELA    ,  1 - Sudeste  ,  77 -   ,263,0,141,  141 - BAGUARI       ,0,  0 - NÃO HÁ  ,89,56,255,246,56,56,2.31E+08,2.72E+05,0.00E+00,0.00E+00,0.00E+00,-2.70E+07,1.22E+05,0.00E+00,0.00E+00,0.00E+00,-26,-8,14,32,63,81,104,82,60,32,3,-21,0.009055,204,0.036,1.424,  2 - Kaplan/Propeller  ,1,1,100,0,2,1,19,2,  Yes  ,2,2,78.4,124,49.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.04E+08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,  28/09/17  ,                                               ,89,  M  ,   
138,  BAU I         ,  1 - Sudeste  ,  100 -   ,267,0,139,  139 - CANDONGA      ,0,  0 - NÃO HÁ  ,150,147,367,366.7,147,147,3.47E+08,1.59E+05,-1.85E+02,0.00E+00,0.00E+00,-7.74E+07,1.94E+05,1.18E+02,0.00E+00,0.00E+00,-40,-18,6,21,46,62,86,78,58,35,5,-25,0.008849,328,1.672,5.403,  2 - Kaplan/Propeller  ,1,1,100,0,2,0.8,28,2,  Yes  ,2,3,51.38,110,37.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.25E+08,1.33E+04,-1.36E+01,5.37E-03,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,  28/09/17  ,                                               ,150,  D  ,   
139,  CANDONGA      ,  1 - Sudeste  ,  45 -   ,149,0,141,  141 - BAGUARI       ,0,  0 - NÃO HÁ  ,54.44,54.44,327.5,327.5,54.44,54.44,2.84E+08,2.59E+06,-8.33E+04,1.45E+03,-9.41E+00,3.33E+09,-4.37E+07,2.15E+05,-4.71E+02,3.87E-01,-41,-15,6,23,48,67,90,81,59,37,5,-25,0.009074,277.08,0.321,1.63,  2 - Kaplan/Propeller  ,1,1,100,0,2,0.4,28,2,  Yes  ,2,3,65.38,106,48.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.76E+08,1.03E+04,-1.26E+01,1.34E-02,-5.48E-06,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,  28/09/17  ,                                               ,54.44,  D  ,   
141,  BAGUARI       ,  1 - Sudeste  ,  188 -   ,141,0,143,  143 - AIMORES       ,0,  0 - NÃO HÁ  ,38.07,31.42,185,184.5,31.42,31.42,1.80E+08,1.73E+05,-1.41E+03,0.00E+00,0.00E+00,-6.14E+08,3.40E+06,-1.27E-01,0.00E+00,0.00E+00,-11,5,37,57,76,71,72,42,31,21,11,-1,0.009221,167,2.339,2.8,  2 - Kaplan/Propeller  ,1,1,100,0,2,0.4,78,3,  Yes  ,2,4,49,218,17.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.65E+08,2.08E+03,-2.61E-01,2.16E-05,-6.73E-10,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,  28/09/17  ,                                               ,38.07,  D  ,   
143,  AIMORES       ,  1 - Sudeste  ,  18 - Cemig  ,148,0,144,  144 - MASCARENHAS   ,0,  0 - NÃO HÁ  ,185.52,156.55,90,89,156.55,156.55,7.99E+07,1.03E+05,-4.82E+02,1.54E+00,-1.94E-03,-1.62E+11,7.31E+09,-1.24E+08,9.29E+05,-2.62E+03,-22,-18,24,57,84,81,64,39,19,4,-14,-12,0.009123,62.5,1.243,3.006,  2 - Kaplan/Propeller  ,1,1,100,0,2,0.4,109,2,  No  ,2,3,154,432,27.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.89E+07,3.51E+03,-1.33E+00,3.14E-04,-2.83E-08,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,  28/09/17  ,                                               ,185.52,  D  ,   
144,  MASCARENHAS   ,  1 - Sudeste  ,  205 -   ,144,0,0,  0 - NÃO HÁ  ,0,  0 - NÃO HÁ  ,21.68,21.68,60.7,60.7,21.68,21.68,6.07E+07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.90E+06,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-46,-42,-7,27,72,95,96,73,44,12,-18,-28,0.008917,39.82,1.803,5.204,  2 - Kaplan/Propeller  ,1,1,100,0,2,0.6,125,3,  Yes  ,2,4,69.3,304,18.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.69E+07,2.84E+03,-1.92E-01,4.92E-06,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,  28/09/17  ,                                               ,21.68,  D  ,   
148,  IRAPE         ,  1 - Sudeste  ,  18 - Cemig  ,255,0,149,  149 - MURTA         ,0,  0 - NÃO HÁ  ,5963.92,2267.94,510,470.8,2267.94,2267.94,4.15E+08,3.53E+04,-5.88E+00,5.82E-04,-2.34E-08,4.77E+09,-2.22E+07,2.36E+04,1.36E+01,-1.87E-02,-18,3,29,49,65,86,111,119,96,54,20,-8,0.009025,331.48,2.28,3.94,  1 - Francis  ,1,1,100,0,2,2.7,5,3,  Yes  ,2,3,186.2,89,166.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.28E+08,2.20E+04,-2.48E+01,1.39E-02,-2.92E-06,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,  28/09/17  ,                                               ,5963.92,  M  ,   
149,  MURTA         ,  1 - Sudeste  ,  129 -   ,258,0,154,  154 - ITAPEBI       ,0,  0 - NÃO HÁ  ,340,339,329.85,329.8,339,339,2.90E+08,3.41E+05,-1.39E+03,2.94E+00,-2.34E-03,2.39E+09,-2.00E+07,4.84E+04,-1.34E+01,-4.75E-02,1,11,50,81,85,80,66,50,67,37,26,15,0.008927,288,1.672,5.403,  1 - Francis  ,1,1,100,0,2,1.3,7,2,  Yes  ,2,3,56,111,40.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.86E+08,7.49E+03,-7.51E+00,4.39E-03,-9.32E-07,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,  28/09/17  ,                                               ,340,  D  ,   
